Case, TP, FN, FP, TN, Precision, Recall, F-score, Accuracy, Miss-rate, Fall-out-rate
1,114,50,39,125,0.745098039215686,0.695121951219512,0.719242902208202,0.728658536585366,0.209205020920502,0.23780487804878
1,96,68,21,143,0.82051282051282,0.585365853658537,0.683274021352313,0.728658536585366,0.284518828451883,0.128048780487805
1,101,63,20,144,0.834710743801653,0.615853658536585,0.708771929824561,0.746951219512195,0.257142857142857,0.121951219512195
1,108,56,34,130,0.76056338028169,0.658536585365854,0.705882352941177,0.725609756097561,0.235294117647059,0.207317073170732
1,117,47,44,120,0.726708074534162,0.713414634146341,0.72,0.722560975609756,0.19831223628692,0.268292682926829
1,111,53,33,131,0.770833333333333,0.676829268292683,0.720779220779221,0.73780487804878,0.21900826446281,0.201219512195122
1,119,45,34,130,0.777777777777778,0.725609756097561,0.750788643533123,0.759146341463415,0.180722891566265,0.207317073170732
1,125,39,45,119,0.735294117647059,0.76219512195122,0.748502994011976,0.74390243902439,0.159836065573771,0.274390243902439
1,112,52,25,139,0.817518248175182,0.682926829268293,0.744186046511628,0.765243902439024,0.207171314741036,0.152439024390244
1,111,53,38,126,0.74496644295302,0.676829268292683,0.70926517571885,0.722560975609756,0.223628691983122,0.231707317073171
1,114,50,41,123,0.735483870967742,0.695121951219512,0.714733542319749,0.722560975609756,0.210970464135021,0.25
1,120,44,30,134,0.8,0.731707317073171,0.764331210191083,0.774390243902439,0.173228346456693,0.182926829268293
1,111,53,29,135,0.792857142857143,0.676829268292683,0.730263157894737,0.75,0.215447154471545,0.176829268292683
1,118,46,32,132,0.786666666666667,0.719512195121951,0.751592356687898,0.76219512195122,0.184,0.195121951219512
1,120,44,37,127,0.764331210191083,0.731707317073171,0.747663551401869,0.753048780487805,0.178137651821862,0.225609756097561
1,122,42,39,125,0.757763975155279,0.74390243902439,0.750769230769231,0.753048780487805,0.17004048582996,0.23780487804878
1,120,44,35,129,0.774193548387097,0.731707317073171,0.752351097178683,0.759146341463415,0.176706827309237,0.213414634146341
1,125,39,33,131,0.791139240506329,0.76219512195122,0.77639751552795,0.780487804878049,0.15234375,0.201219512195122
1,109,55,27,137,0.801470588235294,0.664634146341463,0.726666666666667,0.75,0.223577235772358,0.164634146341463
1,113,51,36,128,0.758389261744966,0.689024390243902,0.722044728434505,0.734756097560976,0.211618257261411,0.219512195121951
1,114,50,38,126,0.75,0.695121951219512,0.721518987341772,0.731707317073171,0.208333333333333,0.231707317073171
1,126,38,28,136,0.818181818181818,0.768292682926829,0.792452830188679,0.798780487804878,0.145038167938931,0.170731707317073
1,117,47,32,132,0.785234899328859,0.713414634146341,0.747603833865815,0.759146341463415,0.188755020080321,0.195121951219512
1,121,43,25,139,0.828767123287671,0.73780487804878,0.780645161290323,0.792682926829268,0.165384615384615,0.152439024390244
1,112,52,44,120,0.717948717948718,0.682926829268293,0.7,0.707317073170732,0.224137931034483,0.268292682926829
1,123,41,32,132,0.793548387096774,0.75,0.77115987460815,0.777439024390244,0.16078431372549,0.195121951219512
1,118,46,30,134,0.797297297297297,0.719512195121951,0.756410256410256,0.768292682926829,0.182539682539683,0.182926829268293
1,117,47,31,133,0.790540540540541,0.713414634146341,0.75,0.76219512195122,0.188,0.189024390243902
1,110,54,37,127,0.748299319727891,0.670731707317073,0.707395498392283,0.722560975609756,0.227848101265823,0.225609756097561
1,118,46,39,125,0.751592356687898,0.719512195121951,0.735202492211838,0.740853658536585,0.189300411522634,0.23780487804878
1,111,53,31,133,0.78169014084507,0.676829268292683,0.725490196078431,0.74390243902439,0.217213114754098,0.189024390243902
1,117,47,30,134,0.795918367346939,0.713414634146341,0.752411575562701,0.765243902439024,0.187250996015936,0.182926829268293
1,110,54,26,138,0.808823529411765,0.670731707317073,0.733333333333333,0.75609756097561,0.217741935483871,0.158536585365854
1,111,53,27,137,0.804347826086957,0.676829268292683,0.735099337748344,0.75609756097561,0.213709677419355,0.164634146341463
1,119,45,33,131,0.782894736842105,0.725609756097561,0.753164556962025,0.76219512195122,0.18,0.201219512195122
1,113,51,26,138,0.81294964028777,0.689024390243902,0.745874587458746,0.765243902439024,0.203187250996016,0.158536585365854
1,107,57,37,127,0.743055555555556,0.652439024390244,0.694805194805195,0.713414634146341,0.243589743589744,0.225609756097561
1,115,49,30,134,0.793103448275862,0.701219512195122,0.744336569579288,0.759146341463415,0.196787148594378,0.182926829268293
1,116,48,28,136,0.805555555555556,0.707317073170732,0.753246753246753,0.768292682926829,0.19047619047619,0.170731707317073
1,118,46,39,125,0.751592356687898,0.719512195121951,0.735202492211838,0.740853658536585,0.189300411522634,0.23780487804878
1,114,50,33,131,0.775510204081633,0.695121951219512,0.733118971061093,0.746951219512195,0.204081632653061,0.201219512195122
1,122,42,37,127,0.767295597484277,0.74390243902439,0.755417956656347,0.759146341463415,0.168674698795181,0.225609756097561
1,118,46,33,131,0.781456953642384,0.719512195121951,0.749206349206349,0.759146341463415,0.184738955823293,0.201219512195122
1,115,49,34,130,0.771812080536913,0.701219512195122,0.73482428115016,0.746951219512195,0.2,0.207317073170732
1,119,45,35,129,0.772727272727273,0.725609756097561,0.748427672955975,0.75609756097561,0.181451612903226,0.213414634146341
1,118,46,37,127,0.761290322580645,0.719512195121951,0.739811912225705,0.746951219512195,0.187755102040816,0.225609756097561
1,123,41,26,138,0.825503355704698,0.75,0.78594249201278,0.795731707317073,0.157088122605364,0.158536585365854
1,114,50,29,135,0.797202797202797,0.695121951219512,0.742671009771987,0.759146341463415,0.200803212851406,0.176829268292683
1,117,47,43,121,0.73125,0.713414634146341,0.722222222222222,0.725609756097561,0.197478991596639,0.26219512195122
1,114,50,35,129,0.76510067114094,0.695121951219512,0.728434504792332,0.740853658536585,0.205761316872428,0.213414634146341
1,114,50,30,134,0.791666666666667,0.695121951219512,0.74025974025974,0.75609756097561,0.201612903225806,0.182926829268293
1,113,51,39,125,0.743421052631579,0.689024390243902,0.715189873417722,0.725609756097561,0.214285714285714,0.23780487804878
1,121,43,44,120,0.733333333333333,0.73780487804878,0.735562310030395,0.734756097560976,0.178423236514523,0.268292682926829
1,96,68,30,134,0.761904761904762,0.585365853658537,0.662068965517241,0.701219512195122,0.295652173913043,0.182926829268293
1,110,54,38,126,0.743243243243243,0.670731707317073,0.705128205128205,0.719512195121951,0.228813559322034,0.231707317073171
1,114,50,33,131,0.775510204081633,0.695121951219512,0.733118971061093,0.746951219512195,0.204081632653061,0.201219512195122
1,106,58,31,133,0.773722627737226,0.646341463414634,0.704318936877076,0.728658536585366,0.242677824267782,0.189024390243902
1,114,50,29,135,0.797202797202797,0.695121951219512,0.742671009771987,0.759146341463415,0.200803212851406,0.176829268292683
1,112,52,38,126,0.746666666666667,0.682926829268293,0.713375796178344,0.725609756097561,0.218487394957983,0.231707317073171
1,114,50,38,126,0.75,0.695121951219512,0.721518987341772,0.731707317073171,0.208333333333333,0.231707317073171
1,123,41,37,127,0.76875,0.75,0.759259259259259,0.76219512195122,0.164,0.225609756097561
1,122,42,42,122,0.74390243902439,0.74390243902439,0.74390243902439,0.74390243902439,0.172131147540984,0.25609756097561
1,113,51,29,135,0.795774647887324,0.689024390243902,0.738562091503268,0.75609756097561,0.205645161290323,0.176829268292683
1,108,56,30,134,0.782608695652174,0.658536585365854,0.71523178807947,0.73780487804878,0.231404958677686,0.182926829268293
1,112,52,31,133,0.783216783216783,0.682926829268293,0.729641693811075,0.746951219512195,0.212244897959184,0.189024390243902
1,113,51,36,128,0.758389261744966,0.689024390243902,0.722044728434505,0.734756097560976,0.211618257261411,0.219512195121951
1,108,56,35,129,0.755244755244755,0.658536585365854,0.703583061889251,0.722560975609756,0.236286919831224,0.213414634146341
1,113,51,33,131,0.773972602739726,0.689024390243902,0.729032258064516,0.74390243902439,0.209016393442623,0.201219512195122
1,111,53,39,125,0.74,0.676829268292683,0.707006369426752,0.719512195121951,0.224576271186441,0.23780487804878
1,109,55,31,133,0.778571428571429,0.664634146341463,0.717105263157895,0.73780487804878,0.227272727272727,0.189024390243902
1,123,41,32,132,0.793548387096774,0.75,0.77115987460815,0.777439024390244,0.16078431372549,0.195121951219512
1,119,45,33,131,0.782894736842105,0.725609756097561,0.753164556962025,0.76219512195122,0.18,0.201219512195122
1,110,54,27,137,0.802919708029197,0.670731707317073,0.730897009966777,0.753048780487805,0.218623481781377,0.164634146341463
1,117,47,27,137,0.8125,0.713414634146341,0.75974025974026,0.774390243902439,0.18503937007874,0.164634146341463
1,113,51,31,133,0.784722222222222,0.689024390243902,0.733766233766234,0.75,0.207317073170732,0.189024390243902
1,99,65,27,137,0.785714285714286,0.603658536585366,0.682758620689655,0.719512195121951,0.275423728813559,0.164634146341463
1,123,41,39,125,0.759259259259259,0.75,0.754601226993865,0.75609756097561,0.165322580645161,0.23780487804878
1,118,46,35,129,0.77124183006536,0.719512195121951,0.744479495268139,0.753048780487805,0.186234817813765,0.213414634146341
1,112,52,36,128,0.756756756756757,0.682926829268293,0.717948717948718,0.731707317073171,0.216666666666667,0.219512195121951
1,113,51,34,130,0.768707482993197,0.689024390243902,0.726688102893891,0.740853658536585,0.209876543209877,0.207317073170732
1,107,57,32,132,0.76978417266187,0.652439024390244,0.706270627062706,0.728658536585366,0.238493723849372,0.195121951219512
1,119,45,31,133,0.793333333333333,0.725609756097561,0.75796178343949,0.768292682926829,0.178571428571429,0.189024390243902
1,117,47,35,129,0.769736842105263,0.713414634146341,0.740506329113924,0.75,0.191056910569106,0.213414634146341
1,115,49,39,125,0.746753246753247,0.701219512195122,0.723270440251572,0.731707317073171,0.204166666666667,0.23780487804878
1,117,47,37,127,0.75974025974026,0.713414634146341,0.735849056603774,0.74390243902439,0.192622950819672,0.225609756097561
1,114,50,32,132,0.780821917808219,0.695121951219512,0.735483870967742,0.75,0.203252032520325,0.195121951219512
1,104,60,32,132,0.764705882352941,0.634146341463415,0.693333333333333,0.719512195121951,0.254237288135593,0.195121951219512
1,110,54,35,129,0.758620689655172,0.670731707317073,0.711974110032362,0.728658536585366,0.225941422594142,0.213414634146341
1,109,55,26,138,0.807407407407407,0.664634146341463,0.729096989966555,0.753048780487805,0.222672064777328,0.158536585365854
1,119,45,35,129,0.772727272727273,0.725609756097561,0.748427672955975,0.75609756097561,0.181451612903226,0.213414634146341
1,106,58,31,133,0.773722627737226,0.646341463414634,0.704318936877076,0.728658536585366,0.242677824267782,0.189024390243902
1,110,54,23,141,0.827067669172932,0.670731707317073,0.740740740740741,0.765243902439024,0.215139442231076,0.140243902439024
1,112,52,35,129,0.761904761904762,0.682926829268293,0.720257234726688,0.734756097560976,0.215767634854772,0.213414634146341
1,128,36,26,138,0.831168831168831,0.780487804878049,0.805031446540881,0.810975609756098,0.135338345864662,0.158536585365854
1,117,47,27,137,0.8125,0.713414634146341,0.75974025974026,0.774390243902439,0.18503937007874,0.164634146341463
1,115,49,42,122,0.732484076433121,0.701219512195122,0.716510903426791,0.722560975609756,0.206751054852321,0.25609756097561
1,111,53,29,135,0.792857142857143,0.676829268292683,0.730263157894737,0.75,0.215447154471545,0.176829268292683
1,108,56,26,138,0.805970149253731,0.658536585365854,0.724832214765101,0.75,0.227642276422764,0.158536585365854
1,114,50,40,124,0.74025974025974,0.695121951219512,0.716981132075472,0.725609756097561,0.210084033613445,0.24390243902439
1,113,51,40,124,0.738562091503268,0.689024390243902,0.712933753943218,0.722560975609756,0.215189873417722,0.24390243902439
2,120,44,21,143,0.851063829787234,0.731707317073171,0.786885245901639,0.801829268292683,0.167300380228137,0.128048780487805
2,115,49,35,129,0.766666666666667,0.701219512195122,0.732484076433121,0.74390243902439,0.200819672131148,0.213414634146341
2,118,46,33,131,0.781456953642384,0.719512195121951,0.749206349206349,0.759146341463415,0.184738955823293,0.201219512195122
2,107,57,30,134,0.781021897810219,0.652439024390244,0.710963455149502,0.734756097560976,0.236514522821577,0.182926829268293
2,108,56,38,126,0.73972602739726,0.658536585365854,0.696774193548387,0.713414634146341,0.239316239316239,0.231707317073171
2,114,50,34,130,0.77027027027027,0.695121951219512,0.730769230769231,0.74390243902439,0.204918032786885,0.207317073170732
2,119,45,35,129,0.772727272727273,0.725609756097561,0.748427672955975,0.75609756097561,0.181451612903226,0.213414634146341
2,118,46,33,131,0.781456953642384,0.719512195121951,0.749206349206349,0.759146341463415,0.184738955823293,0.201219512195122
2,114,50,24,140,0.826086956521739,0.695121951219512,0.754966887417219,0.774390243902439,0.196850393700787,0.146341463414634
2,117,47,26,138,0.818181818181818,0.713414634146341,0.762214983713355,0.777439024390244,0.184313725490196,0.158536585365854
2,107,57,32,132,0.76978417266187,0.652439024390244,0.706270627062706,0.728658536585366,0.238493723849372,0.195121951219512
2,111,53,33,131,0.770833333333333,0.676829268292683,0.720779220779221,0.73780487804878,0.21900826446281,0.201219512195122
2,108,56,39,125,0.73469387755102,0.658536585365854,0.694533762057878,0.710365853658537,0.240343347639485,0.23780487804878
2,104,60,32,132,0.764705882352941,0.634146341463415,0.693333333333333,0.719512195121951,0.254237288135593,0.195121951219512
2,120,44,40,124,0.75,0.731707317073171,0.740740740740741,0.74390243902439,0.180327868852459,0.24390243902439
2,109,55,28,136,0.795620437956204,0.664634146341463,0.724252491694352,0.746951219512195,0.224489795918367,0.170731707317073
2,108,56,31,133,0.776978417266187,0.658536585365854,0.712871287128713,0.734756097560976,0.232365145228216,0.189024390243902
2,115,49,33,131,0.777027027027027,0.701219512195122,0.737179487179487,0.75,0.199186991869919,0.201219512195122
2,123,41,32,132,0.793548387096774,0.75,0.77115987460815,0.777439024390244,0.16078431372549,0.195121951219512
2,122,42,27,137,0.818791946308725,0.74390243902439,0.779552715654952,0.789634146341463,0.162162162162162,0.164634146341463
2,121,43,28,136,0.812080536912752,0.73780487804878,0.773162939297125,0.783536585365854,0.167315175097276,0.170731707317073
2,112,52,32,132,0.777777777777778,0.682926829268293,0.727272727272727,0.74390243902439,0.213114754098361,0.195121951219512
2,119,45,33,131,0.782894736842105,0.725609756097561,0.753164556962025,0.76219512195122,0.18,0.201219512195122
2,123,41,32,132,0.793548387096774,0.75,0.77115987460815,0.777439024390244,0.16078431372549,0.195121951219512
2,103,61,29,135,0.78030303030303,0.628048780487805,0.695945945945946,0.725609756097561,0.256302521008403,0.176829268292683
2,112,52,43,121,0.72258064516129,0.682926829268293,0.702194357366771,0.710365853658537,0.223175965665236,0.26219512195122
2,114,50,30,134,0.791666666666667,0.695121951219512,0.74025974025974,0.75609756097561,0.201612903225806,0.182926829268293
2,125,39,28,136,0.816993464052288,0.76219512195122,0.788643533123028,0.795731707317073,0.149425287356322,0.170731707317073
2,116,48,41,123,0.738853503184713,0.707317073170732,0.722741433021807,0.728658536585366,0.200836820083682,0.25
2,112,52,22,142,0.835820895522388,0.682926829268293,0.751677852348993,0.774390243902439,0.204724409448819,0.134146341463415
2,121,43,30,134,0.801324503311258,0.73780487804878,0.768253968253968,0.777439024390244,0.168627450980392,0.182926829268293
2,114,50,31,133,0.786206896551724,0.695121951219512,0.737864077669903,0.753048780487805,0.202429149797571,0.189024390243902
2,119,45,37,127,0.762820512820513,0.725609756097561,0.74375,0.75,0.182926829268293,0.225609756097561
2,115,49,25,139,0.821428571428571,0.701219512195122,0.756578947368421,0.774390243902439,0.192913385826772,0.152439024390244
2,119,45,28,136,0.80952380952381,0.725609756097561,0.765273311897106,0.777439024390244,0.176470588235294,0.170731707317073
2,116,48,37,127,0.758169934640523,0.707317073170732,0.73186119873817,0.740853658536585,0.197530864197531,0.225609756097561
2,109,55,25,139,0.813432835820896,0.664634146341463,0.731543624161074,0.75609756097561,0.221774193548387,0.152439024390244
2,107,57,36,128,0.748251748251748,0.652439024390244,0.697068403908795,0.716463414634146,0.242553191489362,0.219512195121951
2,111,53,32,132,0.776223776223776,0.676829268292683,0.723127035830619,0.740853658536585,0.218106995884774,0.195121951219512
2,111,53,27,137,0.804347826086957,0.676829268292683,0.735099337748344,0.75609756097561,0.213709677419355,0.164634146341463
2,116,48,34,130,0.773333333333333,0.707317073170732,0.738853503184713,0.75,0.195121951219512,0.207317073170732
2,115,49,28,136,0.804195804195804,0.701219512195122,0.749185667752443,0.765243902439024,0.195219123505976,0.170731707317073
2,112,52,23,141,0.82962962962963,0.682926829268293,0.749163879598662,0.771341463414634,0.205533596837945,0.140243902439024
2,117,47,36,128,0.764705882352941,0.713414634146341,0.738170347003155,0.746951219512195,0.191836734693878,0.219512195121951
2,121,43,32,132,0.790849673202614,0.73780487804878,0.763406940063092,0.771341463414634,0.1699604743083,0.195121951219512
2,123,41,28,136,0.814569536423841,0.75,0.780952380952381,0.789634146341463,0.158301158301158,0.170731707317073
2,123,41,37,127,0.76875,0.75,0.759259259259259,0.76219512195122,0.164,0.225609756097561
2,110,54,26,138,0.808823529411765,0.670731707317073,0.733333333333333,0.75609756097561,0.217741935483871,0.158536585365854
2,123,41,27,137,0.82,0.75,0.78343949044586,0.792682926829268,0.157692307692308,0.164634146341463
2,132,32,37,127,0.781065088757396,0.804878048780488,0.792792792792793,0.789634146341463,0.123552123552124,0.225609756097561
2,128,36,34,130,0.790123456790123,0.780487804878049,0.785276073619632,0.786585365853659,0.13953488372093,0.207317073170732
2,130,34,29,135,0.817610062893082,0.792682926829268,0.804953560371517,0.807926829268293,0.128301886792453,0.176829268292683
2,112,52,32,132,0.777777777777778,0.682926829268293,0.727272727272727,0.74390243902439,0.213114754098361,0.195121951219512
2,111,53,34,130,0.76551724137931,0.676829268292683,0.718446601941748,0.734756097560976,0.219917012448133,0.207317073170732
2,116,48,32,132,0.783783783783784,0.707317073170732,0.743589743589744,0.75609756097561,0.193548387096774,0.195121951219512
2,119,45,39,125,0.753164556962025,0.725609756097561,0.739130434782609,0.74390243902439,0.184426229508197,0.23780487804878
2,116,48,36,128,0.763157894736842,0.707317073170732,0.734177215189873,0.74390243902439,0.19672131147541,0.219512195121951
2,106,58,26,138,0.803030303030303,0.646341463414634,0.716216216216216,0.74390243902439,0.237704918032787,0.158536585365854
2,101,63,23,141,0.814516129032258,0.615853658536585,0.701388888888889,0.73780487804878,0.260330578512397,0.140243902439024
2,119,45,39,125,0.753164556962025,0.725609756097561,0.739130434782609,0.74390243902439,0.184426229508197,0.23780487804878
2,123,41,33,131,0.788461538461538,0.75,0.76875,0.774390243902439,0.161417322834646,0.201219512195122
2,119,45,32,132,0.788079470198676,0.725609756097561,0.755555555555556,0.765243902439024,0.179282868525896,0.195121951219512
2,107,57,33,131,0.764285714285714,0.652439024390244,0.703947368421053,0.725609756097561,0.239495798319328,0.201219512195122
2,114,50,35,129,0.76510067114094,0.695121951219512,0.728434504792332,0.740853658536585,0.205761316872428,0.213414634146341
2,123,41,33,131,0.788461538461538,0.75,0.76875,0.774390243902439,0.161417322834646,0.201219512195122
2,113,51,33,131,0.773972602739726,0.689024390243902,0.729032258064516,0.74390243902439,0.209016393442623,0.201219512195122
2,117,47,32,132,0.785234899328859,0.713414634146341,0.747603833865815,0.759146341463415,0.188755020080321,0.195121951219512
2,113,51,28,136,0.801418439716312,0.689024390243902,0.740983606557377,0.759146341463415,0.204819277108434,0.170731707317073
2,117,47,34,130,0.774834437086093,0.713414634146341,0.742857142857143,0.753048780487805,0.190283400809717,0.207317073170732
2,111,53,33,131,0.770833333333333,0.676829268292683,0.720779220779221,0.73780487804878,0.21900826446281,0.201219512195122
2,106,58,32,132,0.768115942028985,0.646341463414634,0.701986754966887,0.725609756097561,0.243697478991597,0.195121951219512
2,114,50,30,134,0.791666666666667,0.695121951219512,0.74025974025974,0.75609756097561,0.201612903225806,0.182926829268293
2,121,43,35,129,0.775641025641026,0.73780487804878,0.75625,0.76219512195122,0.172,0.213414634146341
2,115,49,37,127,0.756578947368421,0.701219512195122,0.727848101265823,0.73780487804878,0.202479338842975,0.225609756097561
2,107,57,32,132,0.76978417266187,0.652439024390244,0.706270627062706,0.728658536585366,0.238493723849372,0.195121951219512
2,120,44,38,126,0.759493670886076,0.731707317073171,0.745341614906832,0.75,0.178861788617886,0.231707317073171
2,115,49,32,132,0.782312925170068,0.701219512195122,0.739549839228296,0.753048780487805,0.198380566801619,0.195121951219512
2,119,45,39,125,0.753164556962025,0.725609756097561,0.739130434782609,0.74390243902439,0.184426229508197,0.23780487804878
2,119,45,40,124,0.748427672955975,0.725609756097561,0.736842105263158,0.740853658536585,0.185185185185185,0.24390243902439
2,117,47,22,142,0.841726618705036,0.713414634146341,0.772277227722772,0.789634146341463,0.181467181467181,0.134146341463415
2,121,43,34,130,0.780645161290323,0.73780487804878,0.758620689655172,0.765243902439024,0.171314741035857,0.207317073170732
2,118,46,31,133,0.791946308724832,0.719512195121951,0.753993610223642,0.765243902439024,0.183266932270916,0.189024390243902
2,111,53,33,131,0.770833333333333,0.676829268292683,0.720779220779221,0.73780487804878,0.21900826446281,0.201219512195122
2,116,48,21,143,0.846715328467153,0.707317073170732,0.770764119601329,0.789634146341463,0.185328185328185,0.128048780487805
2,106,58,24,140,0.815384615384615,0.646341463414634,0.72108843537415,0.75,0.235772357723577,0.146341463414634
2,112,52,36,128,0.756756756756757,0.682926829268293,0.717948717948718,0.731707317073171,0.216666666666667,0.219512195121951
2,118,46,27,137,0.813793103448276,0.719512195121951,0.763754045307443,0.777439024390244,0.180392156862745,0.164634146341463
2,105,59,27,137,0.795454545454545,0.640243902439024,0.709459459459459,0.73780487804878,0.243801652892562,0.164634146341463
2,109,55,34,130,0.762237762237762,0.664634146341463,0.710097719869707,0.728658536585366,0.230125523012552,0.207317073170732
2,103,61,18,146,0.851239669421488,0.628048780487805,0.72280701754386,0.759146341463415,0.244979919678715,0.109756097560976
2,114,50,30,134,0.791666666666667,0.695121951219512,0.74025974025974,0.75609756097561,0.201612903225806,0.182926829268293
2,109,55,29,135,0.789855072463768,0.664634146341463,0.721854304635762,0.74390243902439,0.225409836065574,0.176829268292683
2,119,45,29,135,0.804054054054054,0.725609756097561,0.762820512820513,0.774390243902439,0.177165354330709,0.176829268292683
2,111,53,38,126,0.74496644295302,0.676829268292683,0.70926517571885,0.722560975609756,0.223628691983122,0.231707317073171
2,112,52,30,134,0.788732394366197,0.682926829268293,0.73202614379085,0.75,0.211382113821138,0.182926829268293
2,108,56,33,131,0.765957446808511,0.658536585365854,0.708196721311475,0.728658536585366,0.234309623430962,0.201219512195122
2,117,47,31,133,0.790540540540541,0.713414634146341,0.75,0.76219512195122,0.188,0.189024390243902
2,124,40,29,135,0.810457516339869,0.75609756097561,0.782334384858044,0.789634146341463,0.154440154440154,0.176829268292683
